coursenumber,career,condition,daytime,description,instructor,location,name,section,sectionid,subsections,type
LAWS53254,Law School,Closed,Tue : 03:30 PM-05:30 PM,"(++, SKLL, BID, SEM, LEC) This course is a hands-on introduction to patent litigation. Using a hypothetical case, students will explore the practical application of key patent law and litigation concepts. Students will follow the litigation over the course of the term as counsel for plaintiff or defendant. Students will be asked to produce written work (e.g., pleadings, motion papers, deposition outlines, etc.) and to orally argue motions. Potential topics include motions to dismiss or transfer, discovery disputes, claim construction, expert discovery, summary judgment, and appeals. In addition to oral argument, class will discuss practical and legal topics pertaining to patent litigation, typically to assist in preparation of the next week's assignment.","Steven Cherny, Jason Wilcox",Laird Bell Quadrangle B,Patent Litigation,1,[40627],[],SEM
LAWS53281,Law School,Closed,Fri : 09:45 AM-11:45 AM,"(BID, LEC, SEM, WP) The United States and China appear to be heading toward an era of confrontation rather than cooperation. China is growing stronger and more influential in every domain worldwide and likely to increasingly threaten the status quo. The U.S., meanwhile, finds itself in the grips of a populist movement led by President Trump, who is openly critical of China. The relationship, which was already mistrustful, has grown even more fragile and anxious in recent weeks with talk of tariffs, Taiwan, and the South China Sea. The accusations and threats suggest that we are likely to witness greater turbulence than what we have experienced in the past forty years. The reality is that both nations need each other; both have significant economic, political, and security interests at stake. If the two nations learn how to collaborate, they could conceivably solve the world’s greatest problems. Alternatively, if they elect to contest each other at every turn, the result will be global instability and crisis. Clearly, a new framework for cooperation and collaboration is needed – quite possibly “a new deal,” in the language of President Trump. What will constitute such a deal? How will it work? How likely is a deal, and, if one does occur, will it survive the volatility of an America First foreign policy? This seminar will advocate that the two nations develop a new, fifty-year treaty in the form of a strategic cooperation agreement. We will define the rationale and the case for action, draft major components of the proposed treaty, outline the pathway required for adoption, and transmit our end-product to foreign policy authorities in Washington and Beijing. Grading will be determined by class participation and by performance across three short papers. The first paper will examine best practices in bilateral treaty development; the second will focus on critical factors in the future United States - China relationship; and, the third will require drafting of key components for the proposed treaty.",Tom Manning,Laird Bell Quadrangle C,The US-China Treaty Project,1,[40636],[],SEM
LAWS53297,Law School,Closed,Thu : 04:00 PM-06:00 PM,"(++, BID, CL, SEM, LEC) Market-based mechanisms such as emissions trading are becoming widely accepted as cost-effective methods for addressing environmental concerns, especially as societies move towards a carbon-constrained future. In the last decade, we have witnessed the expansion of environmental finance to new products - carbon dioxide spot and futures contracts, sulfur dioxide futures and over-the-counter water contracts - that are now fully integrated financial instruments for hedging and speculation. These mechanisms also have potential benefits to address issues in other pressing matters such as water quality, fisheries and biodiversity protection. Non-law students must apply by emailing Curtrice Scott, Esq., Director, Coase-Sandor Institute at curtrice@uchicago.edu.",Richard Sandor,Laird Bell Quadrangle F,Law and the Economics of Natural Resources Markets,1,[55507],[],SEM
LAWS53314,Law School,Closed,Thu : 04:00 PM-06:00 PM,"(BID, SEM, LEC) This seminar will examine how events during the financial crisis shaped the debate about global systemically important financial institutions and whether they are ""too big to fail""; how current and proposed regulations in the US and EU have sought to address these issues; and what the implications are for the economy and capital formation from different approaches.",Barry Zubrow,Laird Bell Quadrangle D,"Complex Financial Institutions: the conundrum of ""too big to fail?""",1,[40587],[],SEM
LAWS53317,Law School,Closed,Mon : 04:00 PM-06:00 PM,"(BID, LEC, SIM) Since the financial crisis of 2008, regulators and prosecutors around the world increasingly expect companies to have state of the art governance, risk and compliance programs as a condition for remaining in business and for avoiding liabilities for regulatory missteps. Increasingly, regulatory rules are becoming more complex and authorities are becoming more unforgiving, with stepped up efforts to secure criminal and civil penalties against companies, their executives, lawyers and auditors. For companies, such liability can at best result in plummeting share prices, and at worst the shutting down of an enterprise. For individuals, they can result in incarceration, fines, penalties and removal from the business. While many of the principles apply to all industries, the seminar will explore the regulatory and legal foundations for these programs primarily through the lens of the financial services sector, which includes banks, brokerage firms, investment companies and investment advisers. We will also explore how the design and execution of these programs can avoid or limit potential liabilities from regulatory and criminal authorities. From the perspective of a corporate executive, board member or counsel, students will develop the ability to understand the fundamentals of regulatory regimes overseeing these businesses, as well as strategies for successfully engaging the regulators. Students will consider the steps a firm should take to mitigate regulatory and reputation risk, including the importance of an effective corporate ethics program, as well as how, in the process, a firm can enhance its brand, meet the expectations of its board of directors and create value for its shareholders.",Charles Senatore,Laird Bell Quadrangle E,Compliance and Regulatory Strategy,1,[40589],[],SIM
LAWS53333,Law School,Closed,Mon : 04:00 PM-06:00 PM,"(BID, CORE, SEM) This seminar will explore immigration policy in the United States and other countries around the world. The seminar will specifically focus on examining which policies are effective and potential reforms to existing policies that are failing. The seminar will explore topics including the financial consequences of immigration, the impacts of efforts to police immigration, the consequences of guest worker programs, and the determinants of public opinion on immigration policy. Specific attention will be given to studying immigration policy in a comparative context.",Adam Chilton,Laird Bell Quadrangle VI,Immigration Policy,1,[40614],[],SEM
LAWS53348,Law School,Closed,Tue : 04:00 PM-06:00 PM,"(WP, BID, CORE, SEM) This seminar will explore the various definitions and valuations of life across diverse areas of the law. Readings will include seminal cases in reproductive rights, assisted suicide, right-to-die, and capital punishment. Background readings in related areas, i.e., scientific journals, papers, etc. will also be required. The seminar will discuss policy decision-making including actuarial analysis and social, medical and religious values inherent, implicit or ignored in the legal analysis. Students will be required to write two response papers, co-draft a statute in one area of law, and participate in jury deliberations. Grade will also be based on class participation.",Herschella Conyers,Laird Bell Quadrangle C,Life (and Death) in the Law,1,[40624],[],SEM
LAWS53349,Law School,Closed,Mon : 04:00 PM-06:00 PM,"(BID, LEC, SEM) This seminar has two goals. First, it will explore in depth and from a jurisprudential standpoint today’s most important of current administrative law controversies -- above all, the recent challenges to traditional non-delegation and Chevron deference doctrines. Second, the seminar will introduce practical aspects of legal strategy, from the perspective of both advocate and client, with the aid of guest appearances by eminent lawyers and business executives. Among those scheduled to appear are Mary Tolan, General Partner, Chicago-Pacific Founders and member, University of Chicago Board of Trustees; C. Boyden Gray, former White House Counsel and Ambassador the the European Union; Justice Judith French, Ohio Supreme Court, W. Thomas Haynes, former General Counsel Coca-Cola North American and Executive Director, Coca-Cola Bottlers’ Association, Jack McMackin, Williams & Jensen, and Ashley C. Parrish, King & Spalding. Grades will be based on class participation, plus three five-page papers. Class readings will be drawn a reading packet for the seminar consisting mainly of case decisions, briefs, and scholarly articles.",Robert Gasaway,Laird Bell Quadrangle IV,Administrative Law Theory and Practice,1,[41225],[],SEM
LAWS53351,Law School,Closed,Thu : 04:00 PM-06:00 PM,"(SRP, WP, SEM, BID, CORE) This seminar combines an introduction to the substantive law of children's rights, and an introduction to the process through which the American Law Institute Restatements are produced. Professor Buss serves as one of the Reporters on the ALI's new Restatement of Children and the Law, and work for this course offers students an opportunity to contribute to that drafting and advising process. After the first few sessions, in which students will gain basic grounding in children's rights and the Restatement process, students will prepare and present draft Restatement portions focused on a topic of their choice, to be discussed and reviewed by their classmates, who will serve in the ALI adviser's role. Possible topics include school speech, search and seizures in schools and elsewhere, rights and limits of religious observance in schools, gender identity rights, rights to access medical and reproductive care, among others. After the seminar concludes, students will submit a final, revised Restatement portion (black letter law, comments, and reporter's notes), which will qualify for SRP credit. Prior enrollment in Con Law VII (Parent, Child & State) or The Constitution Goes to School does not preclude enrollment in this seminar, as student work in the seminar will focus on a specific topic and general discussion will focus on the Restatement process and the particular questions pressed in that context.",Emily Buss,Laird Bell Quadrangle VI,Children and the Law: The Restatement Process,1,[40583],[],SEM
LAWS53353,Law School,Closed,Thu : 04:00 PM-06:00 PM,"(BID,WP, LEC, SEM) This seminar uses social science research to examine the empirical assumptions of rules and systems of criminal law and procedure. We will cover a series of empirical questions that are likely to include: (1) Does the death penalty deter crime? (2) Are there alternatives to incarceration that can keep us safe? (3) Does stop and frisk policing reduce crime? (4) Is there racial disparity in sentencing, and can we do anything about it? (5) Are juries any better than judges at fact-finding? (6) What is the right age of majority to separate the juvenile and adult justice systems? While some background in social science research and statistics may be helpful, it is not a requirement for the course. Students will be evaluated based on class participation and a series of reaction papers (two credits). They may earn a third credit by writing a short research paper (10-15 pages) in addition to the rest of the coursework.",Ben Grunwald,Laird Bell Quadrangle A,Criminology and Criminal Procedure,1,[40600],[],SEM
LAWS53355,Law School,Closed,Thu : 04:00 PM-06:00 PM,"(++, BID, SEM, WP, LEC) My purpose is to help students improve the skills required for successful law practice (regardless of setting) through the analysis and oral and written presentation of current national security issues under sharply changed political leadership (such as Presidential power, indefinite incarceration, assassination, extreme forms of interrogation, electronic surveillance and cyberwarfare). Students will form teams of 2-4 persons. Each team will present its analysis of a topic to the class, which will be expected to participate on an informed basis. Prerequisite: Constitutional Law or equivalent.",Robert Helman,Laird Bell Quadrangle E,Developing Practice Skills by Study of National Security Issues Under Changed Political Leadership,1,[40601],[],SEM
LAWS53356,Law School,Closed,Wed : 04:00 PM-06:00 PM,"(BID, CL, LEC, SEM, SRP, WP) This seminar will examine the origins of federal and States' powers; how conflicts between the two have been resolved; how and why there has been an expansion or contraction of States' powers; and what political, policy,economic and other factors have affected these changes. Some of the substantive topics to be discussed include K-12 education, regulation of water quality and access, discrimination based on sexual orientation, labor laws, elections and voting rights,environmental laws, gun control, and the legalization of marijuana. Resources will include current news articles and commentaries. Guest lecturers will include Senator Dick Durbin and other politicians and practitioners. This class is cross-listed with Harris. Harris School students must also attend class on Wednesday, March 29. The final meeting for this class will be on Wednesday, May 24.",Fay Hartog-Levin,Laird Bell Quadrangle C,Federalism and State Social Policy,1,[40609],[],SEM
LAWS53359,Law School,Closed,Fri : 09:45 AM-11:45 AM,"(++, A) This practicum is designed to give students first hand experience with the complex challenges and unique opportunities present in the everyday work of contemporary tribal legal systems. Students will serve as law clerks to justices of the Hopi Appellate Court, doing legal research, writing bench memoranda, and drafting opinions on live cases. Students will do all their coursework and assigned casework at the University of Chicago with site visits to the respective Hopi legal institutions to attend oral arguments, present findings to Hopi tribal officials, and participate in judicial deliberations. In so doing, they will be directly involved in testing the socio-legal principles, theories and critiques they explore in class in the crucible of the work they do helping to lay the regulatory and legal foundations for Hopi tribal institutions. In this practicum, almost every project that a student will work on will involve important questions of first impression with respect to a wide variety of pressing, yet enduring sociolegal issues, including issues of constitutionalism (separations of powers, checks and balances, etc.), crime and punishment (criminal law enforcement and defendants' and victims' rights), civil procedure (due process, appellate procedure, motions and orders), private law (property, contract, family), pluralism (the role of Anglo-American vs. Hopi traditional norms, and alternative dispute resolution), among many others. Given the centrality of these issues to the philosophy, social science, and practice of law - whether in the context of indigenous self-governance and settler colonialism, or otherwise -we believe that there are few other opportunities like this one, where students will encounter, explore and work through, the profound governance and legal issues and discussions offered by the Hopi Tribal Law Practicum.","M. Todd Henderson, Justin Richland",Laird Bell Quadrangle E,Hopi Law Practicum,1,[40650],[],PRA
LAWS53362,Law School,Closed,Thu : 04:00 PM-06:00 PM,"(BID, SEM, LEC, WP) This seminar explores the ways in which land use decisionmaking shapes and reflects broader issues of class and social policy. We will cover topics and debates of contemporary significance including development and gentrification, fair and affordable housing, religious freedom, the impacts of landmark or historic preservation districts, the incidence of eminent domain, the burdens of environmental damage and environmental protection, and more. Grades will be based on a series of short reaction papers and class participation (two credits). Students may earn a third credit by writing a 15-page research paper.",Michael Pollack,Laird Bell Quadrangle III,Land Use and Social Policy,1,[40617],[],SEM
LAWS53363,Law School,Closed,Tue : 06:10 PM-08:10 PM,"(++, BID, LEC, SEM, WP) This seminar will survey the legal and policy considerations relevant to policing strategies. The course will kick off in the first week with a historical perspective on the evolution of policing strategies since the 1970's covering broad conceptual topics such as the ""broken windows"" theory. Following the initial class, each week will focus on a specific policy issue or policing strategy. Issues to be covered including policing strategies to address violent crime, narcotics trafficking and terrorism. Additional topics to be covered will include community policing, procedural justice, and crisis intervention. Readings will be comprised on books, cases and other relevant publications. Students will be evaluated based on class participation, a research paper, and a take-home final examination. Prerequisite: Criminal Procedure",Sharon Fairley,Laird Bell Quadrangle C,"Law, Politics, and Policy of Policing Strategies",1,[40619],[],SEM
LAWS53364,Law School,Closed,Tue : 09:45 AM-11:45 AM,"(BID, CL, LEC, SEM) The purpose of this course is to enhance the students’ understanding of the application of law and legal theory through study of the growing body of legal texts from pre-imperial and early imperial China. In addition to situating the Chinese legal materials in their varying legal, social, political, cultural and historical contexts, and thereby highlighting some of their unique elements, the course also familiarizes students with a wide range of theoretical materials (eg., anthropological, legal philosophical, economic, etc.) which may be useful in bringing to light any universalities of legal systems and behavior. However, discussion of any given text will be directed in large part by the nature and contents of the material itself. The Chinese materials, all readings of which will be in translation, range from commemorative inscriptions cast in bronze sacral vessels and descriptions of legal practices in received texts, to actual statutes and case records, philosophical texts and legal debates. The medium, discovery/transmission, and authorship of each document will be given due consideration for the effect they may have on our understanding of the contemporary legal context from which the text derives. The course culminates with student presentations on the material of their choice. Preparation for presentations will be conducted in consult with the instructor. Students are encouraged to draw from their study of other legal systems and/or systems of legal thought (both modern and pre-modern) in their discussion of the ancient Chinese material. It is hoped that the course will help students question their own assumptions about legal behavior, and the nature and role of law and legal systems in early China, specifically, and within the human world, generally. Students in Humanities/Social Sciences may apply to take this course.",Laura Skosey,Laird Bell Quadrangle E,Legal History of Early China,1,[40620],[],SEM
LAWS53366,Law School,Closed,Tue : 09:45 AM-11:45 AM,"(BID, CORE, SEM) In this course we will examine certain issues that may arise in the negotiation of: (1) merger agreements in which the target is a public company; and (2) asset purchase agreements. For each type of agreement, we will begin with an examination of a model agreement and a discussion of significant issues that tend to be present. The members of the class will then have a simulated negotiation based on written hypothetical situations in which they will be attempting to reach an agreement and negotiate contractual language that would be part of the type of agreement at issue. In the simulated negotiation for each type of agreement all members of the class will be identified as counsel or a business representative for either (a) the buyer or (b) the target or the seller. The class will be divided into four groups, two (Group 1 and Group 2) for the buyer and two (Group 3 and Group 4) for the target or seller. Group 1 will negotiate with Group 3. Group 2 will separately negotiate with Group 4. Groups 1 and 3 will not communicate with Groups 2 and 4. Each student will be counsel to a party at least once. We will also have short discussions about negotiation ethics and about negotiating and drafting. Grades will be based on: (i) two three to five page papers describing the student’s negotiating experience for each agreement, and what the student would do differently in the future; (ii) classroom performance; and (iii) the contractual language submitted for each agreement (or what they proposed if no agreement is reached). Some of the topics in this course will also be covered in Mergers and Acquisitions, but that course is not a prerequisite for this course and students may take both courses.",Scott Davis,Laird Bell Quadrangle F,Merger and Acquisition Agreements,1,[40625],[],SEM
LAWS53375,Law School,Closed,Thu : 09:45 AM-11:45 AM,"(++, BID, CORE, SEM, SRP) In this seminar we shall explore some key concepts in corporate law from a theoretical (i.e. non-doctrinal) perspective. The materials will borrow heavily from the economic, psychological, financial and accounting literature. By the same token no formal education in either of these disciplines or in math is expected. Doctrinal materials will be treated as empirical observations. For instance, we might note that a given judicial dictum was made by some court as one notes the occurrence of facts, but then explore whether that dictum generates an optimal result. The seminar will be divided in two parts. During approximately the first half of the quarter I shall deliver introductory lectures. In the second half the students will make oral presentations on topics of their choice, which naturally will pertain to the subject of the seminar. Prior to making those presentations the students will be expected to consult with me in order to make sure that their respective presentations are going in the right direction. By the end of the term the students will submit a written paper on the subject of their oral presentations. There will be no final exam. The final grade for students choosing not to be evaluated on a pass/fail basis will be the oral presentation (10%), class participation (10%) and the final written paper (80%). Prerequisite: Corporate Law",Uriel Procaccia,Laird Bell Quadrangle VI,Theoretical and Comparative Aspects of Corporate Governance,1,[40637],[],SEM
LAWS53376,Law School,Open,Mon : 06:10 PM-08:10 PM,"(WP) This practicum involves preparing memoranda on various issues for the Legal Department of the World Bank under the supervision of Professor Ginsburg. Students work in small teams to analyze an array of policy and legal issues. Past topics have ranged from an analysis of sovereign wealth, to lending in post-conflict zones, to a study of remedies. The course is limited to a small number of students each quarter.",Thomas Ginsburg,Laird Bell Quadrangle G,World Bank Practicum,1,[40651],[],PRA
LAWS53377,Law School,Closed,Tue : 08:30 AM-12:00 PM,"(CORE, ++) The Big Problems course will use multidisciplinary approaches to try to understand and tackle the most important problems facing our country or the world. The first 8 weeks will be taught by the instructors and outside experts, focusing on problems such as the Zika virus, Syrian migration to Europe, cybersecurity, nuclear waste storage, opioid addiction, sex trafficking, and policing and race relations. Students will work in teams of 2 business and 2 law students to develop feasible policy or private sector solutions to a problem of their choosing and make a presentation in the last 2 weeks. Presentations will be made to instructors, outside experts and fellow students. This class requires instructor consent. Interested students should email their CV to Professor Weisbach at d-weisbach@uchicago.edu no later than Friday, February 17. Accepted students will be notified on Monday, February 20.","Anup Malani, Kevin Murphy, Robert H Topel, David A Weisbach",TBA,Big Problems,1,[40663],[],CRS
LAWS53381,Law School,Closed,Mon : 04:00 PM-06:00 PM,"(A, CORE, SEM) We will study American policing and police reform by focusing on the example of Chicago. We will start with the history of the Chicago Police Department and calls for reform before turning to recent and current events. We will have outside speakers who will present in the seminar and/or at lunch talks. Beyond history, topics will include: crime in Chicago; basic police practices regarding hiring, training, collective bargaining, arbitration, deployment (including community policing); the significance of neighborhoods and politics; Stop and Frisk practices; police violence, especially shootings and the torture scandal; citizen complaints and internal discipline; and mechanisms of accountability. Students will participate in the discussion and write a series of reaction memos about the readings and speakers, which will include attendance at a chosen subset of relevant lunch talks. The grade will be based on participation and the memos. Students may qualify for an additional credit hour by writing a substantial paper.",Richard Mcadams,Laird Bell Quadrangle B,Chicago Policing,1,[40540],[],SEM
LAWS53385,Law School,Closed,Wed : 04:00 PM-06:00 PM,"(++,BID, CORE, SEM, SRP, WP) This seminar will explore contemporary issues and controversies in administrative law. Using recent cases, contemporary scholarship, and in-depth case studies, the class will cover a range of topics, including mass adjudication; regulatory interpretation; administrative remedies; and the unintended consequences of agency disclosure regimes. One aim of the course is to help participants develop greater familiarity with regulatory materials and a more grounded understanding of the practical development of regulatory policy. Prerequisite: Administrative Law",Jennifer Nou,Laird Bell Quadrangle VI,Advanced Administrative Law,1,[40573],[],SEM
LAWS53388,Law School,Open,TBA,"(++, A, CORE) In this practicum, students will engage in a range of research and analysis under the supervision of Prof. Huq, in relation to a number of active civil rights cases or other matters. Initial projects will include work on street-policing reform in Chicago. The aim is to cultivate experience in litigation and advocacy-related tasks in a real world setting, albeit without the structured format of a clinic. The practicum can be profitably taken in tandem with the seminar on Chicago Policing that will be occurring across the 2016-17 academic year. Students can opt to join the practicum for any or all quarter. Questions should be directed to Prof. Huq.",Aziz Huq,Laird Bell Quadrangle ARR,Civil Rights Practicum,1,[54995],[],PRA
LAWS53389,Law School,Closed,Tue : 09:45 AM-11:45 AM,"(BID, CORE, SEM) This seminar will examine the legal framework for the resolution of interstate conflict of laws within the U.S., focusing on the choice of law principles that courts apply to determine the rule of decision in cases where the relevant parties, conduct or transactions have connections to more than one state. Topics include the traditional and modern approaches to choice of law; federal constitutional limitations on choice of law; conflict of laws in the federal system, and the role of international conflict of laws rules on the domestic enforcement of foreign judgments, among other topics. There are no prerequisites for this seminar. Student grades are based on a 3 hour in-class final exam.",Daniel Abebe,Laird Bell Quadrangle VI,Selected Topics in Conflict of Laws,1,[40642],[],SEM
LAWS53391,Law School,Closed,Tue : 04:00 PM-06:00 PM,"(++, LEC, SEM, SKLL, WP) This seminar is designed to closely replicate the actual responsibilities of a law clerk to a United States Supreme Court Justice. The first class will take the form of an interview. Prospective clerks will face a range of questions designed to test their approach to statutory and constitutional interpretation while gauging their familiarity with pending, recent, and seminal cases. (You will all be hired!) In subsequent classes, clerks will: (1) circulate and review cert-pool memos for actual, pending petitions for writs of certiorari. These memos help the full Court determine which cases to hear on the merits; (2) review merits briefs and write a bench memo to assist your Justice at oral argument and at Conference (where the Justices meet to resolve argued matters); (3) draft a judicial opinion assigned to your Justice (which may well entail a judgment or legal reasoning the clerk does not agree with); and (4) lead class discussion and debate for the cert-pool and merits cases for which the clerk took primary responsibility. Over the course of the seminar, each clerk will write three cert-pool memos, one bench memo, and one opinion. The seminar is aimed at students who have or seek a state or federal clerkship and those with a possible interest in clerking for a U.S. Supreme Court Justice. A firm background in constitutional law is strongly recommended, and your open-minded Justice seeks applicants with a wide array of political and jurisprudential perspectives. Grades will be based on a combination of draft opinions, class participation, cert-pool memos, and bench memos. Students may only enroll with the permission of the instructor. Students interested in enrolling should email Mr. Keller (akeller@uchicago.edu) and submit a resume and a short statement of interest explaining why they would like to enroll in the seminar no later than February 17, 2017. Mr. Keller will inform students of their enrollment status by February 20, 2017.",Ashley Keller,Laird Bell Quadrangle A,The Supreme Court Clerkship: Substance and Process,1,[43579],[],SEM
LAWS53392,Law School,Closed,Thu : 04:00 PM-06:00 PM,"(BID, CORE, SEM) Donald Trump’s election was one of the most polarizing events of modern American history. While Trump’s supporters celebrated the victory of their candidate, many of Trump’s critics argued that Trump’s election was illegitimate, and demonstrators took to the streets. Even after a short time in office, Trump’s actions have—according to his critics—showed a profound indifference to democratic institutions. They complain that he has violated constitutional norms by retaining his business ties, issuing aggressive executive orders, and attacking the press, among other actions. But are the critics right? Is Trump a normal president or a constitutional aberration? We will examine these questions from the standpoint of law, history, and political theory. The seminar will require three, 5-page response papers.",Eric Posner,Laird Bell Quadrangle V,Trump and the Presidency,1,[43935],[],SEM
LAWS53393,Law School,Closed,Wed : 04:00 PM-06:00 PM,"(BID, LEC, SEM) After Obama’s historical election, many declared that the United States had finally become a post-racial nation. The assumption was that if the country could elect a black President, then surely racism and prejudice were evils of the past. But then came the killings of Freddie Gray, Michael Brown, Sandra Bland, Eric Garner and others, and the community responses in Ferguson, Baltimore, and other cities across the country. These events, in turn, led to several criminal trials and federal investigations, and showed the salience of race in the operation of the criminal justice system. The assertion that “Black Lives Matter” became a rallying cry, and what started as a hashtag turned into a movement. This seminar will examine the role of law in creating and recreating race in our decidedly non-post-racial society. Topics covered will include racial identity, education, and criminal justice. Readings will include cases to understand the “law on the books;” law review articles to understand how legal academics interact the law and its implications; and social science research to understand “law in action.” Students will be evaluated as follows. For 2 credits, students will write three response papers, 4-5 pages each, on 3 different set of readings, due the day before that class meets. For students wishing to take the course for 3 credits, the student must write a 20-25 page research paper on a topic of interest to the student and approved by the instructor.",LaToya Baldwin Clark,Laird Bell Quadrangle B,"Race and American Law: Identity, Education, and Criminal Justice",1,[44036],[],SEM
LAWS53394,Law School,Closed,Wed : 04:00 PM-06:00 PM,"(BID, CORE, SEM) For this seminar, we will read a variety of Japanese-language material on one or more legal topics. Typically, we will begin with a relatively accessible essay, and shift toward more difficult material — ultimately, to a court opinion. I will adjust the amount and difficulty of the material to the language ability that students bring. In general, however, students should have at least two years’ Japanese language background or the equivalent. If you have any question whether this would be an appropriate course for you, please contact me directly. I will pick the topic of the readings according to student interest. Students whose first language is Japanese cannot take the class for credit, but are welcome to audit the class. If you’d like an auditor’s form, please email registrar@law.uchicago.edu. Grades will be based on class participation, several translations, and several short essay exercises. They will take each student’s beginning linguistic skills as a given — such that having a higher or lower language ability at the start of the quarter will be neither an advantage nor a disadvantage.",J Mark Ramseyer,Laird Bell Quadrangle G,Advanced Readings in Japanese Law,1,[44041],[],SEM
LAWS53395,Law School,Closed,Tue : 04:00 PM-06:00 PM,"(BID, LEC, SEM) This seminar will introduce students to the most important strategic considerations that lawyers encounter in today’s highly sophisticated financial services litigation. The litigators (and corporate lawyers) who concentrate in this area must function in an environment where the stakes are high, leverage is critical, and “victory” is defined by the client, not the court. Accordingly, this seminar examines the critical questions faced in virtually every financial services litigation matter including: (1) which is the most favorable venue for this litigation, including consideration of how legal principles vary jurisdiction by jurisdiction; (2) how does Directors and Officers Liability insurance impact the litigation, itself; (3) strategic considerations relating to the composition of the board and use of special litigation committees; (4) how dispositive motions can be used to, at a minimum, best frame and limit the litigation; (5) how derivative and class certification mechanisms can be used to narrow or defeat claims; (6) how to use the timing and positioning of mediation to produce a favorable result for the client; (7) who of your pool of potential experts should be identified, on what topics, and when to maximize chances of success; and (8) what is jury research and what role does it play in making thematic and settlement decisions. To further the student experience, we will supplement our sessions by bringing some of the nation’s top litigators and practioners in fields like jury research, D&O insurance, mediation and/or damage analysis to share their years of expertise drawn from real world situations. Grading will be based on class participation and a series of three 5-page papers which will focus on discrete topics covered in class and in the reading assignments. Each paper will count for approximately 25% of your grade, and the remaining 25% will be based on class participation.","Steven Feirson, Joni Jacobsen",Laird Bell Quadrangle D,Strategic Considerations in Securities and Corporate Governance Litigation,1,[54338],[],SEM
LAWS57013,Law School,Closed,Thu : 04:00 PM-06:00 PM,"(++, A, CORE, SRP, WP, SEM) This year-long research seminar is the equivalent of a research colloquium in a PhD program. During the Autumn quarter, students will read, discuss, and critique some of the most influential law review articles from the twentieth century, as well as newer papers that extend and apply those canonical ideas to modern legal problems. The readings will consist of a healthy mix of public law and private law, and various scholarly methodologies. During the Autumn quarter, students will have short research and writing assignments on the readings. Students will also work with faculty to identify a topic for a substantial research paper. During the Winter quarter, the seminar will not meet in formal sessions, but each student will work on his or her research paper and will meet individually with the instructors to assess the paper’s progress. During the Spring quarter, the seminar will reconvene, and students will workshop their drafts (i.e., each student will circulate his or her draft in advance and answer questions from students and faculty). Students will receive an Autumn quarter grade based on their short writing assignments, discussion facilitation, and class participation. Students will receive a separate grade for the Winter and Spring quarters based on the quality of their research papers and class participation. Every student must enroll for the entire year; students may not drop the class after the Autumn quarter. Students may only enroll with the permission of the instructors. Students interested in enrolling should email Professors Hubbard and Stephanopoulos a resume and a one-paragraph statement explaining why they would like to enroll in the seminar no later than August 26, 2016.","William Hubbard, Nicholas Stephanopoulos",Laird Bell Quadrangle C,Canonical Ideas in American Legal Thought,1,[40570],[],SEM
LAWS57402,Law School,Closed,Thu : 04:00 PM-06:00 PM,"(WP, BID, SEM, LEC) In Poverty Law, we explore the role that lawyers can play in challenging the distribution of wealth in American society. We focus primarily on the patchwork of government programs we call the “safety net”such as programs providing cash (welfare), food assistance, and Medicaid. We try to deepen our understanding, as lawyers and as citizens, of how such programs, a frequent source of discussion in current media, function in reality. In the process, we enjoy many opportunities to explore whether and how program structures reflect or reinforce prevailing cultural attitudes and assumptions about program participants including attitudes and assumptions based on gender and race. We also debate, from practical, political, legal and ethical perspectives, what government can or should do, when administering safety net programs, to address what policy makers identify as root causes of American poverty.",Miriam Hallbauer,Laird Bell Quadrangle G,Poverty Law,1,[40629],[],SEM
LAWS61512,Law School,Closed,Mon : 04:00 PM-06:00 PM,"(++, A, CORE, SRP, WP, CL, SEM) This is a seminar/workshop; many of whose participants are faculty from various related disciplines. It admits approximately ten students. Its aim is to study, each year, a topic that arises in both philosophy and the law and to ask how bringing the two fields together may yield mutual illumination. Most sessions are led by visiting speakers, from either outside institutions or our own faculty, who circulate their papers in advance. The session consists of a brief introduction by the speaker, followed by initial questioning by the two faculty coordinators, followed by general discussion, in which students are given priority. The topic for 2016-17 will expose students to cutting-edge work in general jurisprudence, that part of philosophy of law concerned with the central questions about the nature of law, the relationship between law and morality, and the nature of legal reasoning. We will be particularly interested in the way in which work in philosophy of language, metaethics, metaphysics, and other cognate fields of philosophy has influenced recent scholarly debates that have arisen in the wake of H.L.A. Hart’s seminal The Concept of Law (1961). Please see www.law.uchicago.edu/workshops/lawandphilosophy for additional information concerning each session. Usual participants include graduate students in philosophy, political science, and divinity, and law students. Students write a 20-25 page seminar paper at the end of the year. The paper may satisfy the Law School Substantial Writing Requirement. Students must enroll for all three quarters to receive credit. Students are admitted by permission of the instructors. They should submit a c.v. and a statement (reasons for interest in the course, relevant background in law and/or philosophy) to the instructors by e mail by September 20.","Brian Leiter, Martha C Nussbaum",Laird Bell Quadrangle F,Workshop: Law and Philosophy: Current Issues in General Jurisprudence,1,[40541],[],SEM
